"questionnaire_timestamp";"id";"bed_time";"late";"late_reason";"wake_time";"sleep_transition";"sleep_struggle";"night_wake";"wake_earlier";"wake_earlier_problem";"sleep_quality";"physical_activity";"mental_digital_activity";"social_activity";"light";"presleep_description";"temptation_smoking";"temptation_eating";"temptation_chat";"temptation_coffee";"temptation_social_media";"temptation_internet";"temptation_tv";"temptation_alcohol";"temptation_soft_drink";"temptation_cleaning";"temptation_shopping";"temptation_other";"bed_time_plan_aligned";"steps";"sun_hours";"temptation_score";"ego_depletion";"date";"day_of_week";"procrastination_minutes";"procrastination_minutes_positive";"procrastination_minutes_positive_15by15";"procrastination_minutes_positive_four_bins";"sleep_transition_minutes_estimated";"sleep_minutes";"procrastination_minutes_four_day_cumulative_history";"procrastination_minutes_three_day_cumulative_history";"procrastination_minutes_two_day_cumulative_history";"sleep_struggle_four_day_cumulative_history";"sleep_struggle_three_day_cumulative_history";"sleep_struggle_two_day_cumulative_history";"night_wake_four_day_cumulative_history";"night_wake_three_day_cumulative_history";"night_wake_two_day_cumulative_history";"sleep_quality_four_day_cumulative_history";"sleep_quality_three_day_cumulative_history";"sleep_quality_two_day_cumulative_history";"social_activity_four_day_cumulative_history";"social_activity_three_day_cumulative_history";"social_activity_two_day_cumulative_history";"light_four_day_cumulative_history";"light_three_day_cumulative_history";"light_two_day_cumulative_history";"temptation_eating_four_day_cumulative_history";"temptation_eating_three_day_cumulative_history";"temptation_eating_two_day_cumulative_history";"temptation_coffee_four_day_cumulative_history";"temptation_coffee_three_day_cumulative_history";"temptation_coffee_two_day_cumulative_history";"temptation_score_four_day_cumulative_history";"temptation_score_three_day_cumulative_history";"temptation_score_two_day_cumulative_history";"procrastination_minutes_three_days_ago";"procrastination_minutes_two_days_ago";"procrastination_minutes_one_days_ago";"temptation_score_three_days_ago";"temptation_score_two_days_ago";"temptation_score_one_days_ago";"bed_time_three_days_ago";"bed_time_two_days_ago";"bed_time_one_days_ago";"sleep_deficit_change";"sleep_deficit_minutes"
"2017-04-20 17:18:27+02:00";"AB64";"2017-04-20 00:30:00";1.0;"Geen bijzondere reden. ";"2017-04-19 08:00:00";0.0;0.0;2.0;1.0;1.0;2.0;0.0;1.0;2.0;2.0;"Televisie kijken, lezen, ipad, gesprek voeren";0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;"2017-04-19 23:00:00";2987.0;6.3;4.0;0.0;"2017-04-19 17:18:27+02:00";2.0;90.0;90.0;6.0;3.0;"0:15:00";435.0;240.0;210.0;150.0;0.0;0.0;0.0;6.0;5.0;3.0;8.0;6.0;4.0;6.0;5.0;3.0;6.0;4.0;2.0;4.0;4.0;2.0;0.0;0.0;0.0;13.0;9.0;5.0;30.0;60.0;60.0;4.0;4.0;1.0;"2017-04-16 23:30:00";"2017-04-18 00:30:00";"2017-04-19 01:00:00";45.0;270.0
"2017-04-21 07:31:53+02:00";"AB64";"2017-04-20 22:30:00";0.0;"N.v.t.";"2017-04-20 07:00:00";0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;1.0;3.0;"Serie kijken, lezen in bed";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2017-04-21 00:00:00";2231.0;12.5;0.0;0.0;"2017-04-20 07:31:53+02:00";3.0;-90.0;0.0;0.0;0.0;"0:15:00";495.0;120.0;60.0;0.0;0.0;0.0;0.0;6.0;4.0;3.0;8.0;6.0;4.0;6.0;4.0;3.0;7.0;5.0;5.0;4.0;2.0;2.0;0.0;0.0;0.0;9.0;5.0;4.0;60.0;60.0;90.0;4.0;1.0;4.0;"2017-04-18 00:30:00";"2017-04-19 01:00:00";"2017-04-20 00:30:00";-15.0;210.0
"2017-04-22 07:25:50+02:00";"AB64";"2017-04-22 00:00:00";1.0;"Geen specifieke reden, soms loopt het gewoon zo en dan is het later dan je dacht.";"2017-04-21 07:00:00";0.0;0.0;2.0;0.0;0.0;2.0;0.0;3.0;3.0;3.0;"Tv kijken, lezen, praten met huisgenoten";0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;"2017-04-21 23:00:00";2177.0;0.7;4.0;0.0;"2017-04-21 07:25:50+02:00";4.0;60.0;60.0;4.0;2.0;"0:15:00";405.0;120.0;60.0;-30.0;0.0;0.0;0.0;6.0;5.0;3.0;8.0;6.0;4.0;7.0;6.0;4.0;8.0;8.0;6.0;4.0;4.0;2.0;0.0;0.0;0.0;9.0;8.0;4.0;60.0;90.0;-90.0;1.0;4.0;0.0;"2017-04-19 01:00:00";"2017-04-20 00:30:00";"2017-04-20 22:30:00";75.0;240.0
"2017-04-23 21:04:02+02:00";"AB64";"2017-04-22 23:50:00";1.0;"In slaap gevallen voor tv";"2017-04-22 07:00:00";0.0;0.0;2.0;1.0;0.0;2.0;0.0;1.0;2.0;3.0;"Tv kijken, praten met de kinderen";0.0;0.0;0.0;0.0;2.0;2.0;0.0;2.0;0.0;0.0;1.0;0.0;"2017-04-23 00:00:00";5604.0;6.3;7.0;1.0;"2017-04-22 21:04:02+02:00";5.0;-10.0;0.0;0.0;0.0;"0:15:00";415.0;50.0;-40.0;50.0;0.0;0.0;0.0;7.0;5.0;4.0;8.0;6.0;4.0;8.0;6.0;5.0;11.0;9.0;6.0;4.0;2.0;2.0;0.0;0.0;0.0;15.0;11.0;11.0;90.0;-90.0;60.0;4.0;0.0;4.0;"2017-04-20 00:30:00";"2017-04-20 22:30:00";"2017-04-22 00:00:00";65.0;170.0
"2017-04-10 20:43:22+02:00";"EM11";"2017-04-09 21:30:00";0.0;"";"2017-04-09 06:20:00";0.0;0.0;1.0;0.0;0.0;3.0;1.0;0.0;2.0;0.0;"Eten, opruimen, badkamer, massage";0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;NaT;6897.0;12.3;2.0;0.0;"2017-04-09 20:43:22+02:00";6.0;nan;nan;nan;nan;"0:15:00";515.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;3.0;3.0;3.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;2.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;-35.0;0.0
"2017-04-11 20:21:13+02:00";"EM11";"2017-04-10 22:15:00";1.0;"Bad gevolgd bij een heerlijke vrij partij;)";"2017-04-10 06:30:00";0.0;0.0;2.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;"Eten, computer, bad, seks";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2017-04-10 21:30:00";8722.0;5.3;0.0;0.0;"2017-04-10 20:21:13+02:00";0.0;45.0;45.0;3.0;2.0;"0:15:00";480.0;45.0;45.0;45.0;0.0;0.0;0.0;3.0;3.0;3.0;4.0;4.0;4.0;3.0;3.0;3.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;2.0;nan;nan;nan;nan;nan;2.0;nan;nan;"2017-04-09 21:30:00";0.0;0.0
"2017-04-12 19:14:51+02:00";"EM11";"2017-04-11 21:40:00";0.0;"";"2017-04-11 07:00:00";0.0;0.0;2.0;0.0;1.0;2.0;0.0;0.0;3.0;2.0;"Eten, huishouden, film";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2017-04-11 21:30:00";3389.0;8.6;0.0;0.0;"2017-04-11 19:14:51+02:00";1.0;10.0;10.0;0.0;0.0;"0:15:00";545.0;55.0;55.0;55.0;0.0;0.0;0.0;5.0;5.0;4.0;6.0;6.0;3.0;6.0;6.0;4.0;3.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;nan;nan;45.0;nan;2.0;0.0;nan;"2017-04-09 21:30:00";"2017-04-10 22:15:00";-65.0;0.0
"2017-04-13 09:32:23+02:00";"EM11";"2017-04-12 21:15:00";0.0;"";"2017-04-12 05:50:00";0.0;0.0;1.0;0.0;0.0;3.0;0.0;1.0;3.0;0.0;"Koken, opruimen, lezen";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;"2017-04-12 21:00:00";2905.0;0.9;2.0;0.0;"2017-04-12 09:32:23+02:00";2.0;15.0;15.0;1.0;1.0;"0:15:00";500.0;70.0;70.0;25.0;0.0;0.0;0.0;6.0;5.0;3.0;9.0;6.0;5.0;9.0;7.0;6.0;3.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;2.0;2.0;nan;45.0;10.0;2.0;0.0;0.0;"2017-04-09 21:30:00";"2017-04-10 22:15:00";"2017-04-11 21:40:00";-20.0;0.0
"2017-04-14 17:40:51+02:00";"EM11";"2017-04-13 22:00:00";0.0;"";"2017-04-13 06:45:00";0.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;1.0;3.0;"Lezen, eten, opruimen, film kijken";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2017-04-13 22:00:00";3487.0;7.7;0.0;0.0;"2017-04-13 17:40:51+02:00";3.0;0.0;0.0;0.0;0.0;"0:15:00";510.0;70.0;25.0;15.0;0.0;0.0;0.0;6.0;4.0;2.0;9.0;8.0;6.0;8.0;7.0;4.0;6.0;5.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;2.0;45.0;10.0;15.0;0.0;0.0;2.0;"2017-04-10 22:15:00";"2017-04-11 21:40:00";"2017-04-12 21:15:00";-30.0;0.0
"2017-04-15 07:13:30+02:00";"EM11";"2017-04-14 23:15:00";1.0;"Avond met vrienden liep uit";"2017-04-14 06:10:00";0.0;0.0;1.0;1.0;0.0;2.0;1.0;2.0;2.0;3.0;"Praten met vrienden, fietsen, eten, opruimen, vrijen";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2017-04-14 21:30:00";5633.0;2.4;0.0;0.0;"2017-04-14 07:13:30+02:00";4.0;105.0;105.0;7.0;3.0;"0:15:00";400.0;130.0;120.0;105.0;0.0;0.0;0.0;5.0;3.0;2.0;10.0;8.0;5.0;9.0;6.0;3.0;8.0;6.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;10.0;15.0;0.0;0.0;2.0;0.0;"2017-04-11 21:40:00";"2017-04-12 21:15:00";"2017-04-13 22:00:00";80.0;80.0
"2017-04-16 07:00:48+02:00";"EM11";"2017-04-15 21:15:00";0.0;"";"2017-04-15 06:15:00";0.0;0.0;2.0;1.0;2.0;1.0;1.0;1.0;2.0;0.0;"Koken, eten, wandelen, lezen";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2017-04-15 21:00:00";8149.0;4.7;0.0;0.0;"2017-04-15 07:00:48+02:00";5.0;15.0;15.0;1.0;1.0;"0:15:00";525.0;135.0;120.0;120.0;0.0;0.0;0.0;5.0;4.0;3.0;9.0;6.0;3.0;8.0;5.0;4.0;6.0;6.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;15.0;0.0;105.0;2.0;0.0;0.0;"2017-04-12 21:15:00";"2017-04-13 22:00:00";"2017-04-14 23:15:00";-45.0;35.0
"2017-04-17 07:18:49+02:00";"EM11";"2017-04-16 22:00:00";0.0;"";"2017-04-16 06:30:00";0.0;0.0;0.0;1.0;1.0;2.0;0.0;0.0;3.0;0.0;"Zakelijke gesprekken, eten, sociaal";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2017-04-16 21:00:00";7739.0;3.4;0.0;0.0;"2017-04-16 07:18:49+02:00";6.0;60.0;60.0;4.0;2.0;"0:15:00";495.0;180.0;180.0;75.0;0.0;0.0;0.0;4.0;3.0;2.0;8.0;5.0;3.0;8.0;7.0;5.0;6.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;105.0;15.0;0.0;0.0;0.0;"2017-04-13 22:00:00";"2017-04-14 23:15:00";"2017-04-15 21:15:00";-15.0;0.0
"2017-04-18 07:05:45+02:00";"EM11";"2017-04-17 22:15:00";1.0;"Vrijen;)";"2017-04-17 06:10:00";0.0;0.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;"Koken, opruimen, lezen, praten, vrijen";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2017-04-17 21:30:00";6492.0;7.4;0.0;0.0;"2017-04-17 07:05:45+02:00";0.0;45.0;45.0;3.0;2.0;"0:15:00";460.0;225.0;120.0;105.0;0.0;0.0;0.0;4.0;3.0;1.0;7.0;5.0;4.0;8.0;6.0;4.0;4.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;105.0;15.0;60.0;0.0;0.0;0.0;"2017-04-14 23:15:00";"2017-04-15 21:15:00";"2017-04-16 22:00:00";20.0;40.0
"2017-04-19 13:50:06+02:00";"EM11";"2017-04-18 22:00:00";1.0;"Bad";"2017-04-18 06:30:00";0.0;1.0;0.0;0.0;0.0;3.0;1.0;0.0;2.0;1.0;"Eten, opruimen, wandelen, tandarts, bad";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2017-04-18 21:30:00";8606.0;9.2;0.0;0.0;"2017-04-18 13:50:06+02:00";1.0;30.0;30.0;2.0;1.0;"0:15:00";495.0;150.0;135.0;75.0;1.0;1.0;1.0;3.0;1.0;1.0;8.0;7.0;5.0;8.0;6.0;3.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;60.0;45.0;0.0;0.0;0.0;"2017-04-15 21:15:00";"2017-04-16 22:00:00";"2017-04-17 22:15:00";-15.0;5.0
"2017-04-20 11:08:22+02:00";"EM11";"2017-04-19 21:30:00";0.0;"";"2017-04-19 06:10:00";0.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;1.0;0.0;"Sociaal, winkelen, eten, huishouden, lezen";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2017-04-19 21:30:00";2544.0;7.1;0.0;0.0;"2017-04-19 11:08:22+02:00";2.0;0.0;0.0;0.0;0.0;"0:15:00";505.0;135.0;75.0;30.0;1.0;1.0;1.0;1.0;1.0;0.0;10.0;8.0;6.0;7.0;4.0;3.0;2.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;60.0;45.0;30.0;0.0;0.0;0.0;"2017-04-16 22:00:00";"2017-04-17 22:15:00";"2017-04-18 22:00:00";-25.0;0.0
"2017-04-21 07:59:14+02:00";"EM11";"2017-04-21 01:00:00";1.0;"Soul party";"2017-04-20 07:00:00";0.0;0.0;1.0;1.0;3.0;1.0;2.0;0.0;1.0;3.0;"Dansen, drinken, fietsen";0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;"2017-04-20 23:00:00";20491.0;12.3;2.0;0.0;"2017-04-20 07:59:14+02:00";3.0;120.0;120.0;8.0;3.0;"0:15:00";345.0;195.0;150.0;120.0;1.0;1.0;0.0;2.0;1.0;1.0;9.0;7.0;4.0;5.0;4.0;2.0;5.0;4.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;2.0;45.0;30.0;0.0;0.0;0.0;0.0;"2017-04-17 22:15:00";"2017-04-18 22:00:00";"2017-04-19 21:30:00";135.0;135.0
"2017-04-22 13:19:46+02:00";"EM11";"2017-04-21 21:15:00";1.0;"Vakantie planning";"2017-04-21 06:20:00";1.0;1.0;2.0;1.0;3.0;0.0;1.0;2.0;2.0;1.0;"Wandelen, eten, huishouden, computer";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2017-04-21 21:00:00";8714.0;0.4;0.0;0.0;"2017-04-21 13:19:46+02:00";4.0;15.0;15.0;1.0;1.0;"0:30:00";515.0;165.0;135.0;135.0;2.0;1.0;1.0;3.0;3.0;3.0;7.0;4.0;1.0;6.0;4.0;3.0;5.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;2.0;30.0;0.0;120.0;0.0;0.0;2.0;"2017-04-18 22:00:00";"2017-04-19 21:30:00";"2017-04-21 01:00:00";-35.0;100.0
