"date";"id";"bed_time";"late";"late_reason";"wake_time";"sleep_transition";"sleep_struggle";"night_wake";"wake_earlier";"wake_earlier_problem";"sleep_quality";"physical_activity";"mental_digital_activity";"social_activity";"light";"presleep_description";"temptation_smoking";"temptation_eating";"temptation_chat";"temptation_coffee";"temptation_social_media";"temptation_internet";"temptation_tv";"temptation_alcohol";"temptation_soft_drink";"temptation_cleaning";"temptation_shopping";"temptation_other";"bed_time_plan";"steps";"sun_hours_yesterday";"temptation_score";"plan_tonight";"bed_tonight";"procrastination_minutes";"sun_hours_today";"procrastination_minutes_three_day_cumulative_history";"procrastination_minutes_two_day_cumulative_history";"procrastination_minutes_one_day_cumulative_history";"sleep_struggle_three_day_cumulative_history";"sleep_struggle_two_day_cumulative_history";"sleep_struggle_one_day_cumulative_history";"night_wake_three_day_cumulative_history";"night_wake_two_day_cumulative_history";"night_wake_one_day_cumulative_history";"sleep_quality_three_day_cumulative_history";"sleep_quality_two_day_cumulative_history";"sleep_quality_one_day_cumulative_history";"social_activity_three_day_cumulative_history";"social_activity_two_day_cumulative_history";"social_activity_one_day_cumulative_history";"light_three_day_cumulative_history";"light_two_day_cumulative_history";"light_one_day_cumulative_history";"eating_three_day_cumulative_history";"eating_two_day_cumulative_history";"eating_one_day_cumulative_history";"coffee_three_day_cumulative_history";"coffee_two_day_cumulative_history";"coffee_one_day_cumulative_history";"temptation_score_three_day_cumulative_history";"temptation_score_two_day_cumulative_history";"temptation_score_one_day_cumulative_history";"procrastination_minutes_three_days_ago";"procrastination_minutes_two_days_ago";"procrastination_minutes_one_days_ago";"temptation_score_three_days_ago";"temptation_score_two_days_ago";"temptation_score_one_days_ago";"bed_time_three_days_ago";"bed_time_two_days_ago";"bed_time_one_days_ago"
"2017-04-26 20:23:18+02:00";"MJ87";"2017-04-26 01:30:00";1;"Was langer gezellig dan verwacht ";"2017-04-26 11:00:00";1;0;0;0;0;2;1;2;2;0;"Serie kijken met vriendin, naar huis rijden";0;2;0;0;0;0;0;0;2;0;0;0;"2017-04-26 01:00:00";3123;7.6;4;"2017-04-27 01:00:00";"2017-04-27 01:00:00";0;8.0;75;60;0;75;60;0;75;60;0;75;60;0;75;60;0;75;60;0;75;60;0;75;60;0;75;60;0;30;15;60;6;4;2;"2017-04-23 23:45:00";"2017-04-24 00:00:00";"2017-04-25 23:45:00"
"2017-04-27 21:27:33+02:00";"MJ87";"2017-04-27 01:00:00";1;"zat nog langer te lezen";"2017-04-27 11:30:00";0;0;1;0;1;2;0;1;2;1;"cafe, naar huis met de bus, lezen";0;1;1;0;2;0;0;2;0;0;0;0;"2017-04-27 00:00:00";3325;8.0;6;"2017-04-28 00:00:00";"2017-04-28 00:30:00";30;7.5;90;30;30;90;30;30;90;30;30;90;30;30;90;30;30;90;30;30;90;30;30;90;30;30;90;30;30;15;60;0;4;2;4;"2017-04-24 00:00:00";"2017-04-25 23:45:00";"2017-04-26 01:30:00"
"2017-04-28 10:02:58+02:00";"MJ87";"2017-04-28 00:30:00";1;"gamen liep uit en lag nog gezellig te kletsen";"2017-04-28 08:00:00";0;0;0;1;1;2;0;2;0;3;"gamen, kletsen";0;2;0;0;2;0;0;2;2;0;0;0;"2017-04-28 23:30:00";3466;7.5;8;"2017-04-28 23:30:00";"2017-04-28 23:30:00";0;12.3;30;30;0;30;30;0;30;30;0;30;30;0;30;30;0;30;30;0;30;30;0;30;30;0;30;30;0;60;0;30;2;4;6;"2017-04-25 23:45:00";"2017-04-26 01:30:00";"2017-04-27 01:00:00"
"2017-04-10 09:37:29+02:00";"PM61";"2017-04-10 23:30:00";0;"";"2017-04-10 07:15:00";2;0;1;0;1;1;1;0;1;2;"Metroreis, wandelen, televisie, gesprekken";0;0;0;0;2;0;0;0;2;0;0;0;"2017-04-10 23:00:00";15943;12.3;4;"2017-04-10 23:00:00";"2017-04-10 23:30:00";30;6.2;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;0;30;0;4;6;8;"2017-04-26 01:30:00";"2017-04-27 01:00:00";"2017-04-28 00:30:00"
"2017-04-11 15:33:28+02:00";"PM61";"2017-04-11 23:30:00";1;"Ik was later thuis dan ik had gehoopt";"2017-04-11 07:30:00";3;1;0;0;3;1;0;2;2;2;"Bezoek bij schoonouders, autorijden, betalingen afhandelen, douchen";0;0;0;0;0;0;0;2;2;0;0;0;"2017-04-11 23:00:00";4069;6.2;4;"2017-04-11 23:00:00";"2017-04-11 23:46:00";46;10.3;76;76;46;76;76;46;76;76;46;76;76;46;76;76;46;76;76;46;76;76;46;76;76;46;76;76;46;30;0;30;6;8;4;"2017-04-27 01:00:00";"2017-04-28 00:30:00";"2017-04-10 23:30:00"
"2017-04-12 01:51:50+02:00";"PM61";"2017-04-12 23:46:00";1;"Ik was een game aan het uitspelen";"2017-04-12 07:30:00";3;1;2;0;3;0;0;2;1;3;"Gamen, conversatie via telefoon-app";2;0;0;0;0;0;0;2;2;0;0;0;"2017-04-12 00:00:00";2397;10.3;6;"2017-04-13 00:00:00";"2017-04-13 02:00:00";120;0.9;196;166;120;196;166;120;196;166;120;196;166;120;196;166;120;196;166;120;196;166;120;196;166;120;196;166;120;0;30;46;8;4;4;"2017-04-28 00:30:00";"2017-04-10 23:30:00";"2017-04-11 23:30:00"
"2017-04-13 16:48:23+02:00";"PM61";"2017-04-13 02:00:00";1;"Er kwamen vrienden langs";"2017-04-13 11:00:00";2;0;1;0;0;2;3;1;2;0;"Met vrienden op de bank zitten";0;0;0;0;0;0;0;2;2;0;0;0;"2017-04-13 01:00:00";5646;0.9;4;"2017-04-14 01:00:00";"2017-04-14 00:00:00";-60;6.6;106;60;-60;106;60;-60;106;60;-60;106;60;-60;106;60;-60;106;60;-60;106;60;-60;106;60;-60;106;60;-60;30;46;120;4;4;6;"2017-04-10 23:30:00";"2017-04-11 23:30:00";"2017-04-12 23:46:00"
"2017-04-14 12:49:48+02:00";"PM61";"2017-04-14 00:00:00";0;"";"2017-04-14 07:50:00";1;0;1;0;2;1;1;1;0;3;"Afwassen, gamen";0;0;0;0;0;0;0;2;2;0;0;0;"2017-04-14 23:00:00";5918;6.6;4;"2017-04-14 23:00:00";"2017-04-15 00:15:00";75;4.8;135;15;75;135;15;75;135;15;75;135;15;75;135;15;75;135;15;75;135;15;75;135;15;75;135;15;75;46;120;-60;4;6;4;"2017-04-11 23:30:00";"2017-04-12 23:46:00";"2017-04-13 02:00:00"
"2017-04-15 13:22:06+02:00";"PM61";"2017-04-15 00:15:00";0;"";"2017-04-15 09:30:00";0;0;1;0;1;2;0;1;0;3;"Gamen";0;0;0;0;0;0;0;0;2;0;0;0;"2017-04-15 23:30:00";5743;4.8;2;"2017-04-15 23:30:00";"2017-04-15 23:45:00";15;4.5;30;90;15;30;90;15;30;90;15;30;90;15;30;90;15;30;90;15;30;90;15;30;90;15;30;90;15;120;-60;75;6;4;4;"2017-04-12 23:46:00";"2017-04-13 02:00:00";"2017-04-14 00:00:00"
"2017-04-16 08:46:16+02:00";"PM61";"2017-04-16 23:45:00";1;"Het was maar een kwarter; maar ik was aan het gamen";"2017-04-16 07:45:00";1;0;0;0;2;2;2;2;1;3;"Gamen";0;0;0;0;0;0;0;2;2;0;0;0;"2017-04-16 23:30:00";5609;4.5;4;"2017-04-16 23:30:00";"2017-04-16 23:30:00";0;2.9;90;15;0;90;15;0;90;15;0;90;15;0;90;15;0;90;15;0;90;15;0;90;15;0;90;15;0;-60;75;15;4;4;2;"2017-04-13 02:00:00";"2017-04-14 00:00:00";"2017-04-15 00:15:00"
"2017-04-17 10:05:28+02:00";"PM61";"2017-04-17 23:30:00";0;"";"2017-04-17 07:30:00";1;0;0;0;0;2;0;2;2;3;"Gamen, Skype, ontspannings-video's kijken";0;0;0;0;0;0;0;0;2;0;0;0;"2017-04-17 00:00:00";2499;2.9;2;"2017-04-18 00:00:00";"2017-04-18 00:30:00";30;9.9;45;30;30;45;30;30;45;30;30;45;30;30;45;30;30;45;30;30;45;30;30;45;30;30;45;30;30;75;15;0;4;2;4;"2017-04-14 00:00:00";"2017-04-15 00:15:00";"2017-04-16 23:45:00"
"2017-04-18 22:41:26+02:00";"PM61";"2017-04-18 00:30:00";1;"Mijn serie (The OA) was interessanter dan ik van te voren had zien aankomen";"2017-04-18 07:45:00";0;0;0;1;3;1;0;1;1;3;"Serie kijken";0;0;0;0;2;0;0;0;2;0;0;0;"2017-04-18 23:30:00";11129;9.9;4;"2017-04-18 23:30:00";"2017-04-19 00:15:00";45;10.2;75;75;45;75;75;45;75;75;45;75;75;45;75;75;45;75;75;45;75;75;45;75;75;45;75;75;45;15;0;30;2;4;2;"2017-04-15 00:15:00";"2017-04-16 23:45:00";"2017-04-17 23:30:00"
"2017-04-19 13:33:01+02:00";"PM61";"2017-04-19 00:15:00";1;"Ik was aan het gamen met een vriend en dat liep uit";"2017-04-19 07:45:00";3;1;2;0;2;0;0;2;1;3;"Gamen, ontspanningsvideo's kijken";1;1;0;0;0;0;0;1;2;0;0;0;"2017-04-19 23:30:00";7209;10.2;5;"2017-04-19 23:30:00";"2017-04-19 23:30:00";0;7.9;75;45;0;75;45;0;75;45;0;75;45;0;75;45;0;75;45;0;75;45;0;75;45;0;75;45;0;0;30;45;4;2;4;"2017-04-16 23:45:00";"2017-04-17 23:30:00";"2017-04-18 00:30:00"
"2017-04-20 16:15:11+02:00";"PM61";"2017-04-20 23:30:00";0;"";"2017-04-20 07:50:00";1;0;0;0;2;2;0;1;2;3;"Gamen, ontspanningsvideo's kijken";0;0;0;0;0;0;0;0;2;0;0;0;"2017-04-20 00:30:00";8042;7.9;2;"2017-04-21 00:30:00";"2017-04-21 01:00:00";30;11.5;75;30;30;75;30;30;75;30;30;75;30;30;75;30;30;75;30;30;75;30;30;75;30;30;75;30;30;30;45;0;2;4;5;"2017-04-17 23:30:00";"2017-04-18 00:30:00";"2017-04-19 00:15:00"
"2017-04-21 11:25:00+02:00";"PM61";"2017-04-21 01:00:00";0;"";"2017-04-21 21:30:00";3;0;0;0;1;2;1;2;1;1;"Gamen";0;0;0;0;0;0;0;2;2;0;0;0;"2017-04-21 01:00:00";4918;11.5;4;"2017-04-22 01:00:00";"2017-04-22 00:00:00";-60;0.3;-30;-30;-60;-30;-30;-60;-30;-30;-60;-30;-30;-60;-30;-30;-60;-30;-30;-60;-30;-30;-60;-30;-30;-60;-30;-30;-60;45;0;30;4;5;2;"2017-04-18 00:30:00";"2017-04-19 00:15:00";"2017-04-20 23:30:00"
"2017-04-22 14:10:20+02:00";"PM61";"2017-04-22 00:00:00";0;"";"2017-04-22 10:00:00";1;0;0;0;0;2;0;0;3;0;"Eten, meerijden in auto, praten";0;0;0;1;0;0;0;0;2;0;0;0;"2017-04-22 23:30:00";10661;0.3;3;"2017-04-22 23:30:00";"2017-04-22 23:30:00";0;6.8;-30;-60;0;-30;-60;0;-30;-60;0;-30;-60;0;-30;-60;0;-30;-60;0;-30;-60;0;-30;-60;0;-30;-60;0;0;30;-60;5;2;4;"2017-04-19 00:15:00";"2017-04-20 23:30:00";"2017-04-21 01:00:00"
"2017-04-23 09:43:26+02:00";"PM61";"2017-04-23 23:30:00";0;"";"2017-04-23 08:00:00";2;1;1;0;2;1;0;2;2;3;"Reizen met metro, reizen met bus, gamen, op YouTube rondhangen";1;1;0;0;2;0;0;1;2;0;0;0;"2017-04-23 23:30:00";4582;6.8;7;"2017-04-23 23:30:00";"2017-04-23 23:50:00";20;6.8;-40;20;20;-40;20;20;-40;20;20;-40;20;20;-40;20;20;-40;20;20;-40;20;20;-40;20;20;-40;20;20;30;-60;0;2;4;3;"2017-04-20 23:30:00";"2017-04-21 01:00:00";"2017-04-22 00:00:00"
"2017-04-24 00:02:32+02:00";"PM61";"2017-04-24 23:50:00";1;"Gamen liep uit";"2017-04-24 08:05:00";1;0;0;0;3;0;0;1;1;3;"Naar huis fietsen, gamen";1;0;0;0;0;0;0;2;2;0;0;0;"2017-04-24 23:30:00";3420;6.8;5;"2017-04-24 23:30:00";"2017-04-25 01:30:00";120;1.9;140;140;120;140;140;120;140;140;120;140;140;120;140;140;120;140;140;120;140;140;120;140;140;120;140;140;120;-60;0;20;4;3;7;"2017-04-21 01:00:00";"2017-04-22 00:00:00";"2017-04-23 23:30:00"
"2017-04-25 15:17:19+02:00";"PM61";"2017-04-25 01:30:00";1;"Het was gezellig op het terras";"2017-04-25 13:00:00";1;0;2;0;0;3;1;0;3;0;"Op terras zitten, fietsen, treinreizen, fietsen";1;1;0;0;0;0;0;2;2;0;0;0;"2017-04-25 01:00:00";3311;1.9;6;"2017-04-26 01:00:00";"2017-04-26 01:00:00";0;7.6;140;120;0;140;120;0;140;120;0;140;120;0;140;120;0;140;120;0;140;120;0;140;120;0;140;120;0;0;20;120;3;7;5;"2017-04-22 00:00:00";"2017-04-23 23:30:00";"2017-04-24 23:50:00"
"2017-04-26 21:27:41+02:00";"PM61";"2017-04-26 01:00:00";0;"";"2017-04-26 11:30:00";1;0;1;0;1;2;0;3;0;3;"Gamen";0;0;0;0;0;0;0;2;2;0;0;0;"2017-04-26 00:00:00";3619;7.6;4;"2017-04-27 00:00:00";"2017-04-27 00:15:00";15;8.0;135;15;15;135;15;15;135;15;15;135;15;15;135;15;15;135;15;15;135;15;15;135;15;15;135;15;15;20;120;0;7;5;6;"2017-04-23 23:30:00";"2017-04-24 23:50:00";"2017-04-25 01:30:00"
"2017-04-27 00:55:27+02:00";"PM61";"2017-04-27 00:15:00";1;"Gamen en douchen liepen uit";"2017-04-27 07:40:00";1;0;1;0;1;2;1;1;3;3;"Gamen, douchen";1;0;0;0;2;0;0;2;2;0;0;0;"2017-04-27 01:00:00";4158;8.0;7;"2017-04-28 01:00:00";"2017-04-27 23:00:00";-120;12.5;-105;-105;-120;-105;-105;-120;-105;-105;-120;-105;-105;-120;-105;-105;-120;-105;-105;-120;-105;-105;-120;-105;-105;-120;-105;-105;-120;120;0;15;5;6;4;"2017-04-24 23:50:00";"2017-04-25 01:30:00";"2017-04-26 01:00:00"
"2017-04-10 13:52:48+02:00";"wh18";"2017-04-10 23:00:00";0;"";"2017-04-10 08:30:00";0;0;1;0;0;3;0;1;3;0;"tv gekeken";0;0;0;0;0;0;0;1;0;0;0;0;"2017-04-10 23:30:00";2653;12.5;1;"2017-04-10 23:30:00";"2017-04-11 00:30:00";60;1.9;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;0;15;-120;6;4;7;"2017-04-25 01:30:00";"2017-04-26 01:00:00";"2017-04-27 00:15:00"
"2017-04-11 08:35:07+02:00";"wh18";"2017-04-11 00:30:00";1;"interessant tv programma over de panda's";"2017-04-11 08:00:00";1;1;1;0;0;2;0;1;2;3;"tv kijken, bellen";0;0;0;0;0;0;0;2;0;0;0;0;"2017-04-11 23:30:00";2267;1.9;2;"2017-04-11 23:30:00";"2017-04-11 23:50:00";20;1.6;80;80;20;80;80;20;80;80;20;80;80;20;80;80;20;80;80;20;80;80;20;80;80;20;80;80;20;15;-120;60;4;7;1;"2017-04-26 01:00:00";"2017-04-27 00:15:00";"2017-04-10 23:00:00"
"2017-04-12 08:36:22+02:00";"wh18";"2017-04-12 23:50:00";0;"";"2017-04-12 08:20:00";0;0;1;0;0;2;0;1;2;3;"tv kijken, bridgen op computer, bellen";0;0;0;0;0;0;0;0;0;0;0;0;"2017-04-12 23:45:00";3345;1.6;0;"2017-04-12 23:45:00";"2017-04-12 23:30:00";-15;0.1;65;5;-15;65;5;-15;65;5;-15;65;5;-15;65;5;-15;65;5;-15;65;5;-15;65;5;-15;65;5;-15;-120;60;20;7;1;2;"2017-04-27 00:15:00";"2017-04-10 23:00:00";"2017-04-11 00:30:00"
"2017-04-13 09:00:33+02:00";"wh18";"2017-04-13 23:30:00";0;"ging niet later naar bed";"2017-04-13 08:15:00";0;0;2;0;0;2;0;2;3;3;"lang telefoongesprek vriendin, tv kijken";0;0;0;0;0;0;0;0;0;0;0;0;"2017-04-13 23:30:00";3589;0.1;0;"2017-04-13 23:30:00";"2017-04-13 23:45:00";15;6.6;20;0;15;20;0;15;20;0;15;20;0;15;20;0;15;20;0;15;20;0;15;20;0;15;20;0;15;60;20;-15;1;2;0;"2017-04-10 23:00:00";"2017-04-11 00:30:00";"2017-04-12 23:50:00"
"2017-04-14 10:09:44+02:00";"wh18";"2017-04-14 23:45:00";0;"niet later";"2017-04-14 09:30:00";2;1;2;0;1;1;0;1;2;0;"vrienden te eten, gezellig";0;0;0;0;0;0;0;2;0;0;0;0;"2017-04-14 23:30:00";4121;6.6;2;"2017-04-14 23:30:00";"2017-04-14 23:45:00";15;0.6;15;30;15;15;30;15;15;30;15;15;30;15;15;30;15;15;30;15;15;30;15;15;30;15;15;30;15;20;-15;15;2;0;0;"2017-04-11 00:30:00";"2017-04-12 23:50:00";"2017-04-13 23:30:00"
"2017-04-15 09:05:26+02:00";"wh18";"2017-04-15 23:45:00";0;"ging niet later";"2017-04-15 08:45:00";0;0;1;0;0;2;0;0;2;3;"tv gekeken ";0;0;0;0;0;0;0;2;0;0;0;0;"2017-04-15 23:30:00";2284;0.6;2;"2017-04-15 23:30:00";"2017-04-15 23:30:00";0;6.8;30;15;0;30;15;0;30;15;0;30;15;0;30;15;0;30;15;0;30;15;0;30;15;0;30;15;0;-15;15;15;0;0;2;"2017-04-12 23:50:00";"2017-04-13 23:30:00";"2017-04-14 23:45:00"
"2017-04-16 10:07:17+02:00";"wh18";"2017-04-16 23:30:00";0;"niet later naar bed gegaan";"2017-04-16 08:15:00";1;0;1;0;0;2;0;1;1;1;"tv gekeken";0;0;0;0;0;0;0;2;0;0;0;0;"2017-04-16 23:45:00";5169;6.8;2;"2017-04-16 23:45:00";"2017-04-17 00:45:00";60;8.6;75;60;60;75;60;60;75;60;60;75;60;60;75;60;60;75;60;60;75;60;60;75;60;60;75;60;60;15;15;0;0;2;2;"2017-04-13 23:30:00";"2017-04-14 23:45:00";"2017-04-15 23:45:00"
"2017-04-17 09:45:03+02:00";"wh18";"2017-04-17 00:45:00";1;"drukke avond met bridgen";"2017-04-17 09:15:00";2;1;1;0;0;2;1;2;2;1;"bridge, computer, lezen";0;0;0;0;0;0;0;2;0;0;0;0;"2017-04-17 23:30:00";8694;8.6;2;"2017-04-17 23:30:00";"2017-04-18 00:15:00";45;7.6;105;105;45;105;105;45;105;105;45;105;105;45;105;105;45;105;105;45;105;105;45;105;105;45;105;105;45;15;0;60;2;2;2;"2017-04-14 23:45:00";"2017-04-15 23:45:00";"2017-04-16 23:30:00"
"2017-04-18 09:13:42+02:00";"wh18";"2017-04-18 00:15:00";1;"gezellig";"2017-04-18 08:00:00";0;0;1;0;0;2;0;1;2;3;"even langs geweest bij moeder, daarna tv gekeken";0;0;0;0;0;0;0;2;0;0;0;0;"2017-04-18 23:45:00";6612;7.6;2;"2017-04-18 23:45:00";"2017-04-18 23:45:00";0;6.3;105;45;0;105;45;0;105;45;0;105;45;0;105;45;0;105;45;0;105;45;0;105;45;0;105;45;0;0;60;45;2;2;2;"2017-04-15 23:45:00";"2017-04-16 23:30:00";"2017-04-17 00:45:00"
"2017-04-19 08:14:31+02:00";"wh18";"2017-04-19 23:45:00";0;"niet later";"2017-04-19 08:00:00";0;0;1;0;0;2;0;1;3;0;"tv gekeken";0;0;0;0;0;0;0;2;0;0;0;0;"2017-04-19 23:45:00";3074;6.3;2;"2017-04-19 23:45:00";"2017-04-19 23:30:00";-15;5.1;30;-15;-15;30;-15;-15;30;-15;-15;30;-15;-15;30;-15;-15;30;-15;-15;30;-15;-15;30;-15;-15;30;-15;-15;60;45;0;2;2;2;"2017-04-16 23:30:00";"2017-04-17 00:45:00";"2017-04-18 00:15:00"
"2017-04-20 08:48:56+02:00";"wh18";"2017-04-20 23:30:00";0;"niet later naar bed";"2017-04-20 08:30:00";0;0;2;0;2;1;1;1;3;1;"verjaardag feestje, daarna tv gekeken";0;0;0;0;0;0;0;2;2;0;0;0;"2017-04-20 23:30:00";10536;5.1;4;"2017-04-20 23:30:00";"2017-04-20 23:45:00";15;9.8;0;0;15;0;0;15;0;0;15;0;0;15;0;0;15;0;0;15;0;0;15;0;0;15;0;0;15;45;0;-15;2;2;2;"2017-04-17 00:45:00";"2017-04-18 00:15:00";"2017-04-19 23:45:00"
"2017-04-21 09:11:30+02:00";"wh18";"2017-04-21 23:45:00";0;"niet later";"2017-04-21 08:30:00";0;0;1;0;0;2;0;1;2;0;"tv gekeken";0;0;0;0;0;0;0;2;0;0;0;0;"2017-04-21 23:45:00";2671;9.8;2;"2017-04-21 23:45:00";"2017-04-21 23:45:00";0;1.1;0;15;0;0;15;0;0;15;0;0;15;0;0;15;0;0;15;0;0;15;0;0;15;0;0;15;0;0;-15;15;2;2;4;"2017-04-18 00:15:00";"2017-04-19 23:45:00";"2017-04-20 23:30:00"
"2017-04-22 09:48:41+02:00";"wh18";"2017-04-22 23:45:00";0;"niet later";"2017-04-22 08:15:00";0;0;1;0;0;2;0;2;2;2;"kaarten met vrienden, gezellig";0;0;0;0;0;0;0;2;2;0;0;0;"2017-04-22 23:30:00";2844;1.1;4;"2017-04-22 23:30:00";"2017-04-22 23:45:00";15;6.9;30;15;15;30;15;15;30;15;15;30;15;15;30;15;15;30;15;15;30;15;15;30;15;15;30;15;15;-15;15;0;2;4;2;"2017-04-19 23:45:00";"2017-04-20 23:30:00";"2017-04-21 23:45:00"
"2017-04-23 08:39:35+02:00";"wh18";"2017-04-23 23:45:00";0;"niet later";"2017-04-23 08:15:00";0;0;1;0;0;2;0;2;3;1;"op bezoek geweest bij vrienden";0;0;0;0;0;0;0;2;0;0;0;0;"2017-04-23 23:45:00";2596;6.9;2;"2017-04-23 23:45:00";"2017-04-24 02:00:00";135;9.7;150;150;135;150;150;135;150;150;135;150;150;135;150;150;135;150;150;135;150;150;135;150;150;135;150;150;135;15;0;15;4;2;4;"2017-04-20 23:30:00";"2017-04-21 23:45:00";"2017-04-22 23:45:00"
"2017-04-24 10:14:27+02:00";"wh18";"2017-04-24 02:00:00";1;"feestje";"2017-04-24 09:00:00";0;0;1;0;0;1;0;2;3;0;"feestje";0;0;0;0;0;0;0;2;0;0;0;0;"2017-04-24 23:45:00";2933;9.7;2;"2017-04-24 23:45:00";"2017-04-24 23:45:00";0;2.4;150;135;0;150;135;0;150;135;0;150;135;0;150;135;0;150;135;0;150;135;0;150;135;0;150;135;0;0;15;135;2;4;2;"2017-04-21 23:45:00";"2017-04-22 23:45:00";"2017-04-23 23:45:00"
"2017-04-25 09:16:09+02:00";"wh18";"2017-04-25 23:45:00";0;"niet later";"2017-04-25 09:00:00";0;0;1;0;0;2;0;0;3;0;"in cafe geweest en nog even tv gekeken";0;0;0;0;0;0;0;2;0;0;0;0;"2017-04-25 23:45:00";3577;2.4;2;"2017-04-25 23:45:00";"2017-04-25 23:30:00";-15;10.4;120;-15;-15;120;-15;-15;120;-15;-15;120;-15;-15;120;-15;-15;120;-15;-15;120;-15;-15;120;-15;-15;120;-15;-15;15;135;0;4;2;2;"2017-04-22 23:45:00";"2017-04-23 23:45:00";"2017-04-24 02:00:00"
"2017-04-26 00:46:40+02:00";"wh18";"2017-04-26 23:30:00";0;"niet later";"2017-04-26 08:15:00";0;0;1;0;0;2;0;0;3;0;"bezoek dus druk";0;0;0;0;0;0;0;2;0;0;0;0;"2017-04-26 23:45:00";3945;10.4;2;"2017-04-26 23:45:00";"2017-04-26 23:45:00";0;8.1;-15;-15;0;-15;-15;0;-15;-15;0;-15;-15;0;-15;-15;0;-15;-15;0;-15;-15;0;-15;-15;0;-15;-15;0;135;0;-15;2;2;2;"2017-04-23 23:45:00";"2017-04-24 02:00:00";"2017-04-25 23:45:00"
"2017-04-27 14:52:48+02:00";"wh18";"2017-04-27 23:45:00";0;"niet later";"2017-04-27 10:00:00";0;0;1;0;0;2;0;2;3;0;"klaverjassen met vrienden thuis";0;0;0;0;0;0;0;2;0;0;0;0;"2017-04-27 23:30:00";2557;8.1;2;"2017-04-27 23:30:00";"2017-04-28 00:15:00";45;8.1;30;45;45;30;45;45;30;45;45;30;45;45;30;45;45;30;45;45;30;45;45;30;45;45;30;45;45;0;-15;0;2;2;2;"2017-04-24 02:00:00";"2017-04-25 23:45:00";"2017-04-26 23:30:00"
"2017-04-28 12:31:21+02:00";"wh18";"2017-04-28 00:15:00";1;"gezellig";"2017-04-28 08:15:00";0;0;1;0;0;2;0;1;2;1;"tv gekeken en gelezen";0;0;0;0;0;0;0;2;0;0;0;0;"2017-04-28 23:30:00";4651;8.1;2;"2017-04-29 00:00:00";"2017-04-29 00:00:00";0;0;45;45;0;45;45;0;45;45;0;45;45;0;45;45;0;45;45;0;45;45;0;45;45;0;45;45;0;-15;0;45;2;2;2;"2017-04-25 23:45:00";"2017-04-26 23:30:00";"2017-04-27 23:45:00"
