"date";"id";"bed_time";"late";"late_reason";"wake_time";"sleep_transition";"sleep_struggle";"night_wake";"wake_earlier";"wake_earlier_problem";"sleep_quality";"physical_activity";"mental_digital_activity";"social_activity";"light";"presleep_description";"temptation_smoking";"temptation_eating";"temptation_chat";"temptation_coffee";"temptation_social_media";"temptation_internet";"temptation_tv";"temptation_alcohol";"temptation_soft_drink";"temptation_cleaning";"temptation_shopping";"temptation_other";"bed_time_plan";"steps";"sun_hours_yesterday";"temptation_score";"plan_tonight";"bed_tonight";"procrastination_minutes";"sun_hours_today";"procrastination_minutes_three_day_cumulative_history";"procrastination_minutes_two_day_cumulative_history";"procrastination_minutes_one_day_cumulative_history";"sleep_struggle_three_day_cumulative_history";"sleep_struggle_two_day_cumulative_history";"sleep_struggle_one_day_cumulative_history";"night_wake_three_day_cumulative_history";"night_wake_two_day_cumulative_history";"night_wake_one_day_cumulative_history";"sleep_quality_three_day_cumulative_history";"sleep_quality_two_day_cumulative_history";"sleep_quality_one_day_cumulative_history";"social_activity_three_day_cumulative_history";"social_activity_two_day_cumulative_history";"social_activity_one_day_cumulative_history";"light_three_day_cumulative_history";"light_two_day_cumulative_history";"light_one_day_cumulative_history";"eating_three_day_cumulative_history";"eating_two_day_cumulative_history";"eating_one_day_cumulative_history";"coffee_three_day_cumulative_history";"coffee_two_day_cumulative_history";"coffee_one_day_cumulative_history";"temptation_score_three_day_cumulative_history";"temptation_score_two_day_cumulative_history";"temptation_score_one_day_cumulative_history";"procrastination_minutes_three_days_ago";"procrastination_minutes_two_days_ago";"procrastination_minutes_one_days_ago";"temptation_score_three_days_ago";"temptation_score_two_days_ago";"temptation_score_one_days_ago";"bed_time_three_days_ago";"bed_time_two_days_ago";"bed_time_one_days_ago"
"2017-04-19 23:00:22+02:00";"FT12";"2017-04-19 00:00:00";1;"TV";"2017-04-19 07:00:00";0;0;0;0;0;2;0;0;2;3;"eten, TV, PC";0;0;0;0;0;2;0;2;0;0;0;2;"2017-04-19 23:30:00";3942;9.2;6;"2017-04-19 23:30:00";"2017-04-20 00:00:00";30;7.1;105;90;30;105;90;30;105;90;30;105;90;30;105;90;30;105;90;30;105;90;30;105;90;30;105;90;30;90;15;60;6;2;2;"2017-04-16 00:15:00";"2017-04-17 01:30:00";"2017-04-18 23:15:00"
"2017-04-20 11:39:48+02:00";"FT12";"2017-04-20 00:00:00";1;"mail";"2017-04-20 08:00:00";0;0;0;0;0;2;1;1;0;2;"bad, sex, mail";0;0;0;0;0;0;0;2;0;0;0;0;"2017-04-20 00:00:00";6841;7.1;2;"2017-04-21 00:00:00";"2017-04-20 21:30:00";-150;12.3;-60;-120;-150;-60;-120;-150;-60;-120;-150;-60;-120;-150;-60;-120;-150;-60;-120;-150;-60;-120;-150;-60;-120;-150;-60;-120;-150;15;60;30;2;2;6;"2017-04-17 01:30:00";"2017-04-18 23:15:00";"2017-04-19 00:00:00"
"2017-05-21 09:32:32+02:00";"FT12";"2017-05-21 21:30:00";0;"";"2017-05-21 07:30:00";0;0;0;0;0;3;1;1;1;3;"wandelen, tv, pc";0;0;0;0;0;0;2;2;0;0;0;2;"2017-05-21 22:00:00";5599;12.3;6;"2017-05-21 22:00:00";"2017-05-21 22:30:00";30;0.4;-90;-120;30;-90;-120;30;-90;-120;30;-90;-120;30;-90;-120;30;-90;-120;30;-90;-120;30;-90;-120;30;-90;-120;30;60;30;-150;2;6;2;"2017-04-18 23:15:00";"2017-04-19 00:00:00";"2017-04-20 00:00:00"
"2017-05-22 09:35:21+02:00";"FT12";"2017-05-22 22:30:00";1;"";"2017-05-22 07:00:00";0;0;1;0;0;2;1;1;1;3;"eten, tv, pc";0;0;0;0;0;0;0;2;0;0;0;0;"2017-05-22 23:00:00";9176;0.4;2;"2017-05-22 23:00:00";"2017-05-23 01:00:00";120;7.8;0;150;120;0;150;120;0;150;120;0;150;120;0;150;120;0;150;120;0;150;120;0;150;120;0;150;120;30;-150;30;6;2;6;"2017-04-19 00:00:00";"2017-04-20 00:00:00";"2017-05-21 21:30:00"
"2017-05-23 09:38:03+02:00";"FT12";"2017-05-23 01:00:00";1;"studie";"2017-05-23 08:00:00";1;1;2;1;2;0;0;2;1;3;"studie, bezoek, surfen";0;0;0;0;0;2;0;2;2;0;0;0;"2017-05-23 21:00:00";3981;7.8;6;"2017-05-23 21:00:00";"2017-05-24 03:00:00";360;12.3;510;480;360;510;480;360;510;480;360;510;480;360;510;480;360;510;480;360;510;480;360;510;480;360;510;480;360;-150;30;120;2;6;2;"2017-04-20 00:00:00";"2017-05-21 21:30:00";"2017-05-22 22:30:00"
"2017-04-10 22:48:09+02:00";"gh93";"2017-04-10 03:00:00";1;"";"2017-04-10 14:30:00";2;1;2;0;0;2;0;3;3;3;"lezen; muziek studiotechniek;";2;0;0;0;0;0;0;0;2;0;0;0;"2017-04-10 05:00:00";5945;12.3;4;"2017-04-11 05:00:00";"2017-04-11 01:15:00";-225;8.8;-225;-225;-225;-225;-225;-225;-225;-225;-225;-225;-225;-225;-225;-225;-225;-225;-225;-225;-225;-225;-225;-225;-225;-225;-225;-225;-225;30;120;360;6;2;6;"2017-05-21 21:30:00";"2017-05-22 22:30:00";"2017-05-23 01:00:00"
"2017-04-11 01:28:39+02:00";"gh93";"2017-04-11 01:15:00";0;"";"2017-04-11 12:25:00";1;0;3;0;0;2;3;0;2;1;"muziek;seks";2;1;0;0;0;0;0;0;2;0;0;0;"2017-04-11 03:30:00";22341;8.8;5;"2017-04-12 03:30:00";"2017-04-12 02:30:00";-60;10.7;-285;-285;-60;-285;-285;-60;-285;-285;-60;-285;-285;-60;-285;-285;-60;-285;-285;-60;-285;-285;-60;-285;-285;-60;-285;-285;-60;120;360;-225;2;6;4;"2017-05-22 22:30:00";"2017-05-23 01:00:00";"2017-04-10 03:00:00"
"2017-04-12 21:51:36+02:00";"gh93";"2017-04-12 02:30:00";0;"";"2017-04-12 12:15:00";3;1;1;0;0;1;0;2;1;1;"muziek;lezen;seks";2;0;0;0;0;0;0;0;2;0;0;0;"2017-04-12 02:00:00";3649;10.7;4;"2017-04-13 02:00:00";"2017-04-13 05:00:00";180;1.3;-105;120;180;-105;120;180;-105;120;180;-105;120;180;-105;120;180;-105;120;180;-105;120;180;-105;120;180;-105;120;180;360;-225;-60;6;4;5;"2017-05-23 01:00:00";"2017-04-10 03:00:00";"2017-04-11 01:15:00"
"2017-04-13 00:42:19+02:00";"gh93";"2017-04-13 05:00:00";0;"vrouwen";"2017-04-13 13:00:00";0;0;1;0;0;2;2;1;2;0;"film;seks";2;0;0;0;0;0;0;0;2;0;0;0;"2017-04-13 03:00:00";11915;1.3;4;"2017-04-14 03:00:00";"2017-04-14 04:30:00";90;7.2;210;270;90;210;270;90;210;270;90;210;270;90;210;270;90;210;270;90;210;270;90;210;270;90;210;270;90;-225;-60;180;4;5;4;"2017-04-10 03:00:00";"2017-04-11 01:15:00";"2017-04-12 02:30:00"
"2017-04-14 23:19:56+02:00";"gh93";"2017-04-14 04:30:00";0;"";"2017-04-14 11:00:00";2;1;2;1;0;1;2;0;1;0;"muziek;seks";2;0;0;0;0;0;0;0;2;0;0;0;"2017-04-14 03:00:00";16744;7.2;4;"2017-04-15 03:00:00";"2017-04-15 03:30:00";30;4.4;300;120;30;300;120;30;300;120;30;300;120;30;300;120;30;300;120;30;300;120;30;300;120;30;300;120;30;-60;180;90;5;4;4;"2017-04-11 01:15:00";"2017-04-12 02:30:00";"2017-04-13 05:00:00"
"2017-04-15 00:11:02+02:00";"gh93";"2017-04-15 03:30:00";0;"";"2017-04-15 12:15:00";3;1;1;0;0;0;1;1;3;1;"muziek;lezen";2;0;0;0;0;0;0;0;2;0;0;0;"2017-04-15 03:00:00";2206;4.4;4;"2017-04-16 03:00:00";"2017-04-16 03:30:00";30;5.8;150;60;30;150;60;30;150;60;30;150;60;30;150;60;30;150;60;30;150;60;30;150;60;30;150;60;30;180;90;30;4;4;4;"2017-04-12 02:30:00";"2017-04-13 05:00:00";"2017-04-14 04:30:00"
"2017-04-16 01:20:54+02:00";"gh93";"2017-04-16 03:30:00";0;"";"2017-04-16 11:45:00";2;1;2;0;0;1;2;1;3;1;"muziek;seks;lezen";2;0;0;0;0;0;0;0;2;0;0;0;"2017-04-16 03:00:00";12947;5.8;4;"2017-04-17 03:00:00";"2017-04-17 04:00:00";60;5.3;120;90;60;120;90;60;120;90;60;120;90;60;120;90;60;120;90;60;120;90;60;120;90;60;120;90;60;90;30;30;4;4;4;"2017-04-13 05:00:00";"2017-04-14 04:30:00";"2017-04-15 03:30:00"
"2017-04-17 01:03:41+02:00";"Gh93";"2017-04-17 04:00:00";0;"";"2017-04-17 13:00:00";1;0;1;0;0;2;2;1;3;2;"Lezen;film;muziek;seks";2;0;0;0;0;0;0;0;2;0;0;0;"2017-04-17 01:00:00";16402;5.3;4;"2017-04-18 01:00:00";"2017-04-18 01:00:00";0;9.4;90;60;0;90;60;0;90;60;0;90;60;0;90;60;0;90;60;0;90;60;0;90;60;0;90;60;0;30;30;60;4;4;4;"2017-04-14 04:30:00";"2017-04-15 03:30:00";"2017-04-16 03:30:00"
"2017-04-18 02:40:54+02:00";"gh93";"2017-04-18 01:00:00";0;"";"2017-04-18 08:00:00";1;0;2;0;0;2;2;1;3;1;"Kinderen;lezen;huishouden";2;0;0;0;0;0;0;0;2;0;0;0;"2017-04-18 03:00:00";19361;9.4;4;"2017-04-19 03:00:00";"2017-04-19 04:30:00";90;9.0;150;90;90;150;90;90;150;90;90;150;90;90;150;90;90;150;90;90;150;90;90;150;90;90;150;90;90;30;60;0;4;4;4;"2017-04-15 03:30:00";"2017-04-16 03:30:00";"2017-04-17 04:00:00"
"2017-04-19 01:41:33+02:00";"gh93";"2017-04-19 04:30:00";0;"";"2017-04-19 11:00:00";1;0;1;0;0;2;2;2;3;0;"muziek;lezen;seks";2;0;0;0;0;0;0;0;2;0;0;0;"2017-04-19 03:00:00";14363;9.0;4;"2017-04-20 03:00:00";"2017-04-20 04:30:00";90;6.3;180;180;90;180;180;90;180;180;90;180;180;90;180;180;90;180;180;90;180;180;90;180;180;90;180;180;90;60;0;90;4;4;4;"2017-04-16 03:30:00";"2017-04-17 04:00:00";"2017-04-18 01:00:00"
"2017-04-20 03:04:09+02:00";"gh93";"2017-04-20 04:30:00";0;"";"2017-04-20 13:00:00";2;1;1;0;0;1;0;2;1;0;"lezen";2;0;0;0;0;0;0;0;2;0;0;0;"2017-04-20 04:00:00";4682;6.3;4;"2017-04-21 04:00:00";"2017-04-21 03:30:00";-30;12.5;150;60;-30;150;60;-30;150;60;-30;150;60;-30;150;60;-30;150;60;-30;150;60;-30;150;60;-30;150;60;-30;0;90;90;4;4;4;"2017-04-17 04:00:00";"2017-04-18 01:00:00";"2017-04-19 04:30:00"
"2017-04-21 04:22:56+02:00";"Gh93";"2017-04-21 03:30:00";0;"";"2017-04-21 13:00:00";2;1;2;0;0;1;2;1;3;0;"Seks;muziek;lezen";2;0;0;0;0;0;0;0;2;0;0;0;"2017-04-21 04:30:00";11877;12.5;4;"2017-04-22 04:30:00";"2017-04-22 05:00:00";30;0.7;90;0;30;90;0;30;90;0;30;90;0;30;90;0;30;90;0;30;90;0;30;90;0;30;90;0;30;90;90;-30;4;4;4;"2017-04-18 01:00:00";"2017-04-19 04:30:00";"2017-04-20 04:30:00"
"2017-04-22 04:30:24+02:00";"gh93";"2017-04-22 05:00:00";0;"";"2017-04-22 14:30:00";2;1;3;0;0;0;0;2;3;1;"muziek;lezen";2;0;0;0;0;0;0;0;2;0;0;0;"2017-04-22 04:30:00";6904;0.7;4;"2017-04-23 04:30:00";"2017-04-23 04:30:00";0;6.3;0;30;0;0;30;0;0;30;0;0;30;0;0;30;0;0;30;0;0;30;0;0;30;0;0;30;0;90;-30;30;4;4;4;"2017-04-19 04:30:00";"2017-04-20 04:30:00";"2017-04-21 03:30:00"
"2017-04-23 02:10:27+02:00";"gh93";"2017-04-23 04:30:00";0;"";"2017-04-23 12:00:00";0;0;1;0;0;3;0;1;3;0;"lezen";2;0;0;0;0;0;0;0;2;0;0;0;"2017-04-23 03:00:00";2987;6.3;4;"2017-04-24 03:00:00";"2017-04-24 03:00:00";0;12.3;30;0;0;30;0;0;30;0;0;30;0;0;30;0;0;30;0;0;30;0;0;30;0;0;30;0;0;-30;30;0;4;4;4;"2017-04-20 04:30:00";"2017-04-21 03:30:00";"2017-04-22 05:00:00"
"2017-04-10 00:30:33+02:00";"GW98";"2017-04-10 03:00:00";1;"Gamen";"2017-04-10 10:00:00";2;1;0;0;1;2;0;1;3;3;"Gamen";0;0;0;0;0;0;0;0;0;0;0;0;"2017-04-10 02:00:00";4733;12.3;0;"2017-04-11 02:00:00";"2017-04-11 03:00:00";60;6.2;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;30;0;0;4;4;4;"2017-04-21 03:30:00";"2017-04-22 05:00:00";"2017-04-23 04:30:00"
"2017-04-11 00:30:34+02:00";"GW98";"2017-04-11 03:00:00";1;"Gamen";"2017-04-11 10:00:00";2;1;0;0;1;2;0;1;3;3;"Gamen";0;0;0;0;0;0;0;0;0;0;0;0;"2017-04-11 02:00:00";2902;6.2;0;"2017-04-12 02:00:00";"2017-04-12 04:00:00";120;10.3;180;180;120;180;180;120;180;180;120;180;180;120;180;180;120;180;180;120;180;180;120;180;180;120;180;180;120;0;0;60;4;4;0;"2017-04-22 05:00:00";"2017-04-23 04:30:00";"2017-04-10 03:00:00"
"2017-04-12 03:20:10+02:00";"GW98";"2017-04-12 04:00:00";1;"Tijd voor mezelf ";"2017-04-12 13:00:00";0;0;0;0;0;2;0;1;3;3;"Gamen";0;0;0;0;0;0;0;0;0;0;0;0;"2017-04-12 03:00:00";3794;10.3;0;"2017-04-13 03:00:00";"2017-04-13 02:45:00";-15;0.9;165;105;-15;165;105;-15;165;105;-15;165;105;-15;165;105;-15;165;105;-15;165;105;-15;165;105;-15;165;105;-15;0;60;120;4;0;0;"2017-04-23 04:30:00";"2017-04-10 03:00:00";"2017-04-11 03:00:00"
"2017-04-13 07:01:03+02:00";"GW98";"2017-04-13 02:45:00";0;"";"2017-04-13 12:00:00";1;0;0;0;0;2;2;2;3;1;"Feestje, opruimen";0;0;0;0;0;0;0;2;0;0;0;0;"2017-04-13 05:00:00";12903;0.9;2;"2017-04-14 05:00:00";"2017-04-14 07:00:00";120;6.6;225;105;120;225;105;120;225;105;120;225;105;120;225;105;120;225;105;120;225;105;120;225;105;120;225;105;120;60;120;-15;0;0;0;"2017-04-10 03:00:00";"2017-04-11 03:00:00";"2017-04-12 04:00:00"
"2017-04-14 01:19:25+02:00";"GW98";"2017-04-14 07:00:00";1;"Game tijd na een hele dag werken";"2017-04-14 14:00:00";0;0;1;0;0;2;0;1;3;3;"Gamen";0;0;0;0;0;0;0;0;0;0;0;2;"2017-04-14 00:00:00";8421;6.6;2;"2017-04-15 00:00:00";"2017-04-15 01:15:00";75;4.8;180;195;75;180;195;75;180;195;75;180;195;75;180;195;75;180;195;75;180;195;75;180;195;75;180;195;75;120;-15;120;0;0;2;"2017-04-11 03:00:00";"2017-04-12 04:00:00";"2017-04-13 02:45:00"
"2017-04-15 02:58:29+02:00";"GW98";"2017-04-15 01:15:00";1;"Geen slaap";"2017-04-15 05:10:00";1;1;0;0;0;2;1;1;3;2;"TV kijken ";0;0;0;0;0;0;0;0;0;0;0;0;"2017-04-15 02:00:00";6918;4.8;0;"2017-04-16 02:00:00";"2017-04-16 03:00:00";60;4.5;255;135;60;255;135;60;255;135;60;255;135;60;255;135;60;255;135;60;255;135;60;255;135;60;255;135;60;-15;120;75;0;2;2;"2017-04-12 04:00:00";"2017-04-13 02:45:00";"2017-04-14 07:00:00"
"2017-04-16 05:11:22+02:00";"GW98";"2017-04-16 03:00:00";1;"Vrije dag vandaag";"2017-04-16 13:00:00";0;0;0;0;0;2;0;1;3;2;"Bankhangen";0;0;0;0;0;0;0;0;0;0;0;2;"2017-04-16 03:00:00";6787;4.5;2;"2017-04-17 03:00:00";"2017-04-17 05:30:00";150;2.9;285;210;150;285;210;150;285;210;150;285;210;150;285;210;150;285;210;150;285;210;150;285;210;150;285;210;150;120;75;60;2;2;0;"2017-04-13 02:45:00";"2017-04-14 07:00:00";"2017-04-15 01:15:00"
"2017-04-17 04:44:45+02:00";"GW98";"2017-04-17 05:30:00";1;"Gamen in eigen tijd";"2017-04-17 12:40:00";0;0;0;0;0;2;0;1;2;3;"Gamen op de pc";0;0;0;0;0;0;0;0;0;0;0;2;"2017-04-17 02:00:00";5735;2.9;2;"2017-04-18 02:00:00";"2017-04-18 05:00:00";180;9.9;390;330;180;390;330;180;390;330;180;390;330;180;390;330;180;390;330;180;390;330;180;390;330;180;390;330;180;75;60;150;2;0;2;"2017-04-14 07:00:00";"2017-04-15 01:15:00";"2017-04-16 03:00:00"
"2017-04-18 02:22:29+02:00";"GW98";"2017-04-18 05:00:00";0;"";"2017-04-18 14:00:00";0;0;1;0;1;2;3;3;3;3;"Uitgaan, alcohol, muziek, fietsen ";0;0;0;0;0;0;0;2;0;0;0;0;"2017-04-18 00:00:00";17114;9.9;2;"2017-04-19 00:00:00";"2017-04-19 02:00:00";120;10.2;450;300;120;450;300;120;450;300;120;450;300;120;450;300;120;450;300;120;450;300;120;450;300;120;450;300;120;60;150;180;0;2;2;"2017-04-15 01:15:00";"2017-04-16 03:00:00";"2017-04-17 05:30:00"
"2017-04-19 03:40:42+02:00";"GW98";"2017-04-19 02:00:00";1;"Laat thuis";"2017-04-19 05:15:00";2;1;0;0;0;1;3;2;3;2;"Klussen, familie, ";0;0;0;0;0;0;0;0;2;0;0;0;"2017-04-19 02:00:00";18335;10.2;2;"2017-04-20 02:00:00";"2017-04-20 03:45:00";105;7.9;405;225;105;405;225;105;405;225;105;405;225;105;405;225;105;405;225;105;405;225;105;405;225;105;405;225;105;150;180;120;2;2;2;"2017-04-16 03:00:00";"2017-04-17 05:30:00";"2017-04-18 05:00:00"
"2017-04-20 02:09:20+02:00";"GW98";"2017-04-20 03:45:00";0;"";"2017-04-20 13:30:00";0;0;0;0;0;2;1;1;3;2;"Feestje";0;0;0;0;0;0;0;2;0;0;0;0;"2017-04-20 01:00:00";3319;7.9;2;"2017-04-21 01:00:00";"2017-04-21 02:10:00";70;11.5;295;175;70;295;175;70;295;175;70;295;175;70;295;175;70;295;175;70;295;175;70;295;175;70;295;175;70;180;120;105;2;2;2;"2017-04-17 05:30:00";"2017-04-18 05:00:00";"2017-04-19 02:00:00"
"2017-04-21 00:48:35+02:00";"GW98";"2017-04-21 02:10:00";1;"Paasfeestje";"2017-04-21 05:30:00";2;1;0;0;1;2;2;2;3;1;"Feestje, borrel, gezelligheid";0;0;0;0;0;0;0;2;0;0;0;0;"2017-04-21 01:00:00";9452;11.5;2;"2017-04-22 01:00:00";"2017-04-22 01:00:00";0;0.3;175;70;0;175;70;0;175;70;0;175;70;0;175;70;0;175;70;0;175;70;0;175;70;0;175;70;0;120;105;70;2;2;2;"2017-04-18 05:00:00";"2017-04-19 02:00:00";"2017-04-20 03:45:00"
"2017-04-22 05:46:18+02:00";"GW98";"2017-04-22 01:00:00";0;"";"2017-04-22 13:00:00";1;0;0;0;0;2;0;1;3;2;"TV kijken";0;0;0;0;0;0;2;0;0;0;0;0;"2017-04-22 03:00:00";2218;0.3;2;"2017-04-23 03:00:00";"2017-04-23 05:45:00";165;6.8;235;165;165;235;165;165;235;165;165;235;165;165;235;165;165;235;165;165;235;165;165;235;165;165;235;165;165;105;70;0;2;2;2;"2017-04-19 02:00:00";"2017-04-20 03:45:00";"2017-04-21 02:10:00"
"2017-04-23 05:00:25+02:00";"GW98";"2017-04-23 05:45:00";1;"Gamen, studeren uitstellen";"2017-04-23 13:30:00";0;0;0;0;0;2;0;1;1;3;"Gamen, tv kijken";0;1;0;0;0;2;2;0;0;0;0;1;"2017-04-23 01:00:00";2944;6.8;6;"2017-04-24 01:00:00";"2017-04-24 05:00:00";240;6.8;405;405;240;405;405;240;405;405;240;405;405;240;405;405;240;405;405;240;405;405;240;405;405;240;405;405;240;70;0;165;2;2;2;"2017-04-20 03:45:00";"2017-04-21 02:10:00";"2017-04-22 01:00:00"
"2017-04-24 03:00:11+02:00";"GW98";"2017-04-24 05:00:00";1;"Studeren";"2017-04-24 08:45:00";0;0;0;1;2;1;0;3;3;3;"Studeren, PC";0;0;0;0;0;1;0;0;0;0;0;0;"2017-04-24 03:00:00";3906;6.8;1;"2017-04-25 03:00:00";"2017-04-25 03:30:00";30;1.9;435;270;30;435;270;30;435;270;30;435;270;30;435;270;30;435;270;30;435;270;30;435;270;30;435;270;30;0;165;240;2;2;6;"2017-04-21 02:10:00";"2017-04-22 01:00:00";"2017-04-23 05:45:00"
"2017-04-25 01:26:30+02:00";"GW98";"2017-04-25 03:30:00";1;"Studie";"2017-04-25 13:30:00";0;0;0;0;0;2;0;2;2;3;"voetbal, studeren";0;0;0;0;0;2;0;0;0;0;0;2;"2017-04-25 00:00:00";3454;1.9;4;"2017-04-26 00:00:00";"2017-04-26 02:00:00";120;7.6;390;150;120;390;150;120;390;150;120;390;150;120;390;150;120;390;150;120;390;150;120;390;150;120;390;150;120;165;240;30;2;6;1;"2017-04-22 01:00:00";"2017-04-23 05:45:00";"2017-04-24 05:00:00"
"2017-04-26 02:19:46+02:00";"GW98";"2017-04-26 02:00:00";1;"Studie";"2017-04-26 05:15:00";2;1;0;0;0;1;1;3;2;3;"Studeren, pc";0;0;0;0;0;2;0;0;0;0;0;0;"2017-04-26 00:00:00";5469;7.6;2;"2017-04-27 00:00:00";"2017-04-27 02:30:00";150;8.0;300;270;150;300;270;150;300;270;150;300;270;150;300;270;150;300;270;150;300;270;150;300;270;150;300;270;150;240;30;120;6;1;4;"2017-04-23 05:45:00";"2017-04-24 05:00:00";"2017-04-25 03:30:00"
"2017-04-27 03:09:28+02:00";"GW98";"2017-04-27 02:30:00";1;"Studie ";"2017-04-27 05:15:00";1;0;0;0;0;2;0;3;3;3;"Studeren";0;0;0;0;0;1;0;0;0;0;0;0;"2017-04-27 02:00:00";2991;8.0;1;"2017-04-28 02:00:00";"2017-04-28 03:00:00";60;7.5;330;210;60;330;210;60;330;210;60;330;210;60;330;210;60;330;210;60;330;210;60;330;210;60;330;210;60;30;120;150;1;4;2;"2017-04-24 05:00:00";"2017-04-25 03:30:00";"2017-04-26 02:00:00"
"2017-04-28 04:27:31+02:00";"GW98";"2017-04-28 03:00:00";0;"";"2017-04-28 14:00:00";0;0;0;0;0;2;0;1;3;3;"Gamen";0;0;0;0;0;0;0;0;0;0;0;0;"2017-04-28 03:00:00";4885;7.5;0;"2017-04-29 03:00:00";"2017-04-29 05:30:00";150;7.9;360;210;150;360;210;150;360;210;150;360;210;150;360;210;150;360;210;150;360;210;150;360;210;150;360;210;150;120;150;60;4;2;1;"2017-04-25 03:30:00";"2017-04-26 02:00:00";"2017-04-27 02:30:00"
"2017-04-29 01:40:32+02:00";"GW98";"2017-04-29 05:30:00";1;"Gamen";"2017-04-29 13:00:00";0;0;0;1;0;2;0;1;2;3;"Gaming, PC";0;2;0;0;0;0;0;0;0;0;0;0;"2017-04-29 00:00:00";3602;7.9;2;"2017-04-30 00:00:00";"2017-04-30 02:15:00";135;6.7;345;285;135;345;285;135;345;285;135;345;285;135;345;285;135;345;285;135;345;285;135;345;285;135;345;285;135;150;60;150;2;1;0;"2017-04-26 02:00:00";"2017-04-27 02:30:00";"2017-04-28 03:00:00"
"2017-04-30 03:17:54+02:00";"GW98";"2017-04-30 02:15:00";1;"Gamen";"2017-04-30 05:10:00";1;1;0;0;0;2;0;1;3;3;"Bioscoop, fietsen";0;0;0;0;0;0;0;2;0;0;0;0;"2017-04-30 03:00:00";4049;6.7;2;"2017-05-01 03:00:00";"2017-04-30 22:45:00";-255;12.5;30;-120;-255;30;-120;-255;30;-120;-255;30;-120;-255;30;-120;-255;30;-120;-255;30;-120;-255;30;-120;-255;30;-120;-255;60;150;135;1;0;2;"2017-04-27 02:30:00";"2017-04-28 03:00:00";"2017-04-29 05:30:00"
"2017-04-10 19:41:11+02:00";"HA61";"2017-04-10 22:45:00";0;"";"2017-04-10 08:15:00";0;0;2;1;1;1;0;0;3;3;"Auto rijden, Hond uitlaten, tv kijken";0;0;0;2;0;0;2;0;0;0;0;2;"2017-04-10 21:45:00";2011;12.5;6;"2017-04-10 21:45:00";"2017-04-10 21:50:00";5;1.9;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;150;135;-255;0;2;2;"2017-04-28 03:00:00";"2017-04-29 05:30:00";"2017-04-30 02:15:00"
"2017-04-11 20:53:33+02:00";"HA61";"2017-04-11 21:50:00";0;"";"2017-04-11 05:35:00";1;0;2;1;1;2;1;1;2;2;"Computer, hond uitlaten, tv kijken";0;0;0;2;0;0;2;2;0;0;0;0;"2017-04-11 21:50:00";6084;1.9;6;"2017-04-11 21:50:00";"2017-04-11 21:55:00";5;1.6;10;10;5;10;10;5;10;10;5;10;10;5;10;10;5;10;10;5;10;10;5;10;10;5;10;10;5;135;-255;5;2;2;6;"2017-04-29 05:30:00";"2017-04-30 02:15:00";"2017-04-10 22:45:00"
"2017-04-12 21:44:13+02:00";"HA61";"2017-04-12 21:55:00";1;"TV programma";"2017-04-12 05:40:00";0;0;2;1;1;1;1;1;3;3;"Eten, hond uitlaten, tv-kijken";0;0;0;2;0;0;0;2;0;0;0;2;"2017-04-12 22:00:00";5439;1.6;6;"2017-04-12 22:00:00";"2017-04-12 21:50:00";-10;0.1;0;-5;-10;0;-5;-10;0;-5;-10;0;-5;-10;0;-5;-10;0;-5;-10;0;-5;-10;0;-5;-10;0;-5;-10;-255;5;5;2;6;6;"2017-04-30 02:15:00";"2017-04-10 22:45:00";"2017-04-11 21:50:00"
"2017-04-13 22:01:19+02:00";"HA61";"2017-04-13 21:50:00";0;"";"2017-04-13 05:40:00";1;1;3;1;3;0;3;1;2;1;"Ete,, skeeleren, tv kijken";0;0;0;2;0;2;2;2;0;0;0;2;"2017-04-13 21:50:00";13097;0.1;10;"2017-04-13 21:50:00";"2017-04-13 22:10:00";20;6.6;15;10;20;15;10;20;15;10;20;15;10;20;15;10;20;15;10;20;15;10;20;15;10;20;15;10;20;5;5;-10;6;6;6;"2017-04-10 22:45:00";"2017-04-11 21:50:00";"2017-04-12 21:55:00"
"2017-04-14 21:09:57+02:00";"HA61";"2017-04-14 22:10:00";1;"Iets meer tijd voor tandenpoetsen ed";"2017-04-14 07:15:00";0;0;3;1;1;2;1;1;3;3;"Eten, hond uitlaten, tv kijken";0;0;0;2;0;0;2;2;0;0;0;0;"2017-04-14 22:00:00";3901;6.6;6;"2017-04-14 22:00:00";"2017-04-14 21:50:00";-10;0.6;0;10;-10;0;10;-10;0;10;-10;0;10;-10;0;10;-10;0;10;-10;0;10;-10;0;10;-10;0;10;-10;5;-10;20;6;6;10;"2017-04-11 21:50:00";"2017-04-12 21:55:00";"2017-04-13 21:50:00"
"2017-04-15 21:12:35+02:00";"HA61";"2017-04-15 21:50:00";0;"";"2017-04-15 07:30:00";1;0;2;1;1;1;1;1;2;3;"Hond uitlaten, tv, lezen";0;0;0;2;1;0;2;2;0;0;0;0;"2017-04-15 22:00:00";8840;0.6;7;"2017-04-15 22:00:00";"2017-04-15 21:50:00";-10;6.8;0;-20;-10;0;-20;-10;0;-20;-10;0;-20;-10;0;-20;-10;0;-20;-10;0;-20;-10;0;-20;-10;0;-20;-10;-10;20;-10;6;10;6;"2017-04-12 21:55:00";"2017-04-13 21:50:00";"2017-04-14 22:10:00"
